CalendarYear,CalendarPeriod,CalendarWeek,ServiceGroup4,ProdGrp1,OpJourneys on selDates,OpMiles on selDates,
2016,2016/P06,2016/W25,West Suburban,Commuter,"259,833","2,963,045",
2016,2016/P06,2016/W25,East Suburban,Off-Peak,"46,207","980,969",
2016,2016/P06,2016/W25,eXpress,Off-Peak,"25,982","890,647",
2016,2016/P06,2016/W25,Inter7City,Off-Peak,"58,506","4,092,475",
2016,2016/P06,2016/W25,Scenic,Off-Peak,"21,311","1,031,593",
2016,2016/P06,2016/W25,West Suburban,Off-Peak,"436,957","5,056,432",
2016,2016/P06,2016/W25,East Suburban,Peak,"52,747","1,074,067",
2016,2016/P06,2016/W25,eXpress,Peak,"18,512","551,638",
2016,2016/P06,2016/W25,Inter7City,Peak,"49,104","2,783,925",
2016,2016/P06,2016/W25,Scenic,Peak,"16,943","661,201",
2016,2016/P06,2016/W25,West Suburban,Peak,"247,592","3,421,126",
2016,2016/P07,2016/W26,East Suburban,Commuter,"60,940","1,055,577",
2016,2016/P07,2016/W26,eXpress,Commuter,"22,714","588,989",
2016,2016/P07,2016/W26,Inter7City,Commuter,"21,791","588,163",
2016,2016/P07,2016/W26,Scenic,Commuter,"8,325","157,353",
2016,2016/P07,2016/W26,West Suburban,Commuter,"257,020","2,990,142",
2016,2016/P07,2016/W26,East Suburban,Off-Peak,"73,415","1,505,342",
2016,2016/P07,2016/W26,eXpress,Off-Peak,"31,769","1,043,417",
2016,2016/P07,2016/W26,Inter7City,Off-Peak,"75,018","5,014,700",
2016,2016/P07,2016/W26,Scenic,Off-Peak,"32,249","1,388,872",
2016,2016/P07,2016/W26,West Suburban,Off-Peak,"484,962","5,669,572",
2016,2016/P07,2016/W26,East Suburban,Peak,"64,652","1,262,965",
2016,2016/P07,2016/W26,eXpress,Peak,"19,494","579,431",
2016,2016/P07,2016/W26,Inter7City,Peak,"57,097","3,124,565",
2016,2016/P07,2016/W26,Scenic,Peak,"22,450","822,386",
2016,2016/P07,2016/W26,West Suburban,Peak,"251,258","3,518,436",
2016,2016/P07,2016/W27,East Suburban,Commuter,"55,521","966,280",
2016,2016/P07,2016/W27,eXpress,Commuter,"20,223","504,716",
2016,2016/P07,2016/W27,Inter7City,Commuter,"19,816","529,938",
2016,2016/P07,2016/W27,Scenic,Commuter,"8,076","152,892",
2016,2016/P07,2016/W27,West Suburban,Commuter,"247,525","2,855,045",
2016,2016/P07,2016/W27,East Suburban,Off-Peak,"76,420","1,581,461",
2016,2016/P07,2016/W27,eXpress,Off-Peak,"30,638","1,009,974",
2016,2016/P07,2016/W27,Inter7City,Off-Peak,"79,133","5,207,036",
2016,2016/P07,2016/W27,Scenic,Off-Peak,"31,654","1,375,213",
2016,2016/P07,2016/W27,West Suburban,Off-Peak,"496,626","5,733,189",
2016,2016/P07,2016/W27,East Suburban,Peak,"59,214","1,160,257",
2016,2016/P07,2016/W27,eXpress,Peak,"17,307","514,038",
2016,2016/P07,2016/W27,Inter7City,Peak,"53,971","2,987,851",
2016,2016/P07,2016/W27,Scenic,Peak,"21,727","860,219",
2016,2016/P07,2016/W27,West Suburban,Peak,"242,660","3,334,585",
2016,2016/P07,2016/W28,East Suburban,Commuter,"48,574","856,650",
2016,2016/P07,2016/W28,eXpress,Commuter,"19,307","484,705",
2016,2016/P07,2016/W28,Inter7City,Commuter,"16,955","460,087",
2016,2016/P07,2016/W28,Scenic,Commuter,"6,350","116,770",
2016,2016/P07,2016/W28,West Suburban,Commuter,"240,251","2,751,186",
2016,2016/P07,2016/W28,East Suburban,Off-Peak,"59,214","1,252,944",
2016,2016/P07,2016/W28,eXpress,Off-Peak,"27,224","916,595",
2016,2016/P07,2016/W28,Inter7City,Off-Peak,"65,745","4,512,508",
2016,2016/P07,2016/W28,Scenic,Off-Peak,"27,015","1,201,081",
2016,2016/P07,2016/W28,West Suburban,Off-Peak,"491,145","6,166,042",
2016,2016/P07,2016/W28,East Suburban,Peak,"48,941","1,004,261",
2016,2016/P07,2016/W28,eXpress,Peak,"16,357","486,155",
2016,2016/P07,2016/W28,Inter7City,Peak,"43,705","2,489,578",
2016,2016/P07,2016/W28,Scenic,Peak,"17,053","688,575",
2016,2016/P07,2016/W28,West Suburban,Peak,"250,395","3,723,889",
2016,2016/P07,2016/W29,East Suburban,Commuter,"56,406","993,011",
2016,2016/P07,2016/W29,eXpress,Commuter,"21,306","537,173",
2016,2016/P07,2016/W29,Inter7City,Commuter,"19,541","527,898",
2016,2016/P07,2016/W29,Scenic,Commuter,"7,898","145,684",
2016,2016/P07,2016/W29,West Suburban,Commuter,"244,585","2,827,186",
2016,2016/P07,2016/W29,East Suburban,Off-Peak,"82,752","1,677,346",
2016,2016/P07,2016/W29,eXpress,Off-Peak,"31,060","1,014,896",
2016,2016/P07,2016/W29,Inter7City,Off-Peak,"78,545","5,103,708",
2016,2016/P07,2016/W29,Scenic,Off-Peak,"32,284","1,370,554",
2016,2016/P07,2016/W29,West Suburban,Off-Peak,"518,012","6,485,978",
2016,2016/P07,2016/W29,East Suburban,Peak,"58,753","1,144,449",
2016,2016/P07,2016/W29,eXpress,Peak,"16,963","499,089",
2016,2016/P07,2016/W29,Inter7City,Peak,"51,320","2,829,083",
2016,2016/P07,2016/W29,Scenic,Peak,"21,007","830,262",
2016,2016/P07,2016/W29,West Suburban,Peak,"238,466","3,325,931",
2016,2016/P08,2016/W30,East Suburban,Commuter,"54,168","938,387",
2016,2016/P08,2016/W30,eXpress,Commuter,"19,859","486,180",
2016,2016/P08,2016/W30,Inter7City,Commuter,"18,637","493,163",
2016,2016/P08,2016/W30,Scenic,Commuter,"7,436","139,157",
2016,2016/P08,2016/W30,West Suburban,Commuter,"241,427","2,751,387",
2016,2016/P08,2016/W30,East Suburban,Off-Peak,"87,313","1,774,223",
2016,2016/P08,2016/W30,eXpress,Off-Peak,"34,316","1,099,735",
2016,2016/P08,2016/W30,Inter7City,Off-Peak,"87,103","5,586,214",
2016,2016/P08,2016/W30,Scenic,Off-Peak,"38,960","1,608,830",
2016,2016/P08,2016/W30,West Suburban,Off-Peak,"537,632","6,550,696",
2016,2016/P08,2016/W30,East Suburban,Peak,"62,192","1,205,319",
2016,2016/P08,2016/W30,eXpress,Peak,"18,172","533,219",
2016,2016/P08,2016/W30,Inter7City,Peak,"55,101","3,011,893",
2016,2016/P08,2016/W30,Scenic,Peak,"23,178","918,540",
2016,2016/P08,2016/W30,West Suburban,Peak,"249,121","3,464,089",
2016,2016/P08,2016/W31,East Suburban,Commuter,"56,633","993,316",
2016,2016/P08,2016/W31,eXpress,Commuter,"22,126","562,122",
2016,2016/P08,2016/W31,Inter7City,Commuter,"20,031","541,781",
2016,2016/P08,2016/W31,Scenic,Commuter,"7,620","143,122",
2016,2016/P08,2016/W31,West Suburban,Commuter,"252,061","2,894,778",
2016,2016/P08,2016/W31,East Suburban,Off-Peak,"108,609","2,299,897",
2016,2016/P08,2016/W31,eXpress,Off-Peak,"43,829","1,426,413",
2016,2016/P08,2016/W31,Inter7City,Off-Peak,"96,126","5,983,678",
2016,2016/P08,2016/W31,Scenic,Off-Peak,"41,192","1,656,228",
2016,2016/P08,2016/W31,West Suburban,Off-Peak,"576,701","7,176,569",
2016,2016/P08,2016/W31,East Suburban,Peak,"65,308","1,271,930",
2016,2016/P08,2016/W31,eXpress,Peak,"18,546","545,658",
2016,2016/P08,2016/W31,Inter7City,Peak,"56,124","3,092,345",
2016,2016/P08,2016/W31,Scenic,Peak,"25,113","973,342",
2016,2016/P08,2016/W31,West Suburban,Peak,"253,146","3,496,306",
2016,2016/P08,2016/W32,East Suburban,Commuter,"57,661","1,005,938",
2016,2016/P08,2016/W32,eXpress,Commuter,"22,627","561,449",
2016,2016/P08,2016/W32,Inter7City,Commuter,"19,989","538,147",
2016,2016/P08,2016/W32,Scenic,Commuter,"7,799","148,140",
2016,2016/P08,2016/W32,West Suburban,Commuter,"259,605","2,993,515",
2016,2016/P08,2016/W32,East Suburban,Off-Peak,"133,659","2,894,595",
2016,2016/P08,2016/W32,eXpress,Off-Peak,"64,528","2,172,579",
2016,2016/P08,2016/W32,Inter7City,Off-Peak,"107,896","6,383,091",
2016,2016/P08,2016/W32,Scenic,Off-Peak,"45,093","1,808,828",
2016,2016/P08,2016/W32,West Suburban,Off-Peak,"595,316","7,797,205",
2016,2016/P08,2016/W32,East Suburban,Peak,"71,646","1,382,496",
2016,2016/P08,2016/W32,eXpress,Peak,"22,121","661,891",
2016,2016/P08,2016/W32,Inter7City,Peak,"59,756","3,300,423",
2016,2016/P08,2016/W32,Scenic,Peak,"26,045","984,126",
2016,2016/P08,2016/W32,West Suburban,Peak,"260,079","3,623,735",
2016,2016/P08,2016/W33,East Suburban,Commuter,"60,119","1,045,995",
2016,2016/P08,2016/W33,eXpress,Commuter,"24,114","605,363",
2016,2016/P08,2016/W33,Inter7City,Commuter,"22,345","602,019",
2016,2016/P08,2016/W33,Scenic,Commuter,"8,286","153,368",
2016,2016/P08,2016/W33,West Suburban,Commuter,"274,313","3,111,787",
2016,2016/P08,2016/W33,East Suburban,Off-Peak,"131,777","2,861,434",
2016,2016/P08,2016/W33,eXpress,Off-Peak,"63,378","2,141,439",
2016,2016/P08,2016/W33,Inter7City,Off-Peak,"96,299","5,837,842",
2016,2016/P08,2016/W33,Scenic,Off-Peak,"44,281","1,709,202",
2016,2016/P08,2016/W33,West Suburban,Off-Peak,"561,911","7,451,876",
2016,2016/P08,2016/W33,East Suburban,Peak,"74,642","1,434,719",
2016,2016/P08,2016/W33,eXpress,Peak,"23,805","712,928",
2016,2016/P08,2016/W33,Inter7City,Peak,"59,355","3,264,158",
2016,2016/P08,2016/W33,Scenic,Peak,"26,771","940,653",
2016,2016/P08,2016/W33,West Suburban,Peak,"273,348","3,804,120",
2016,2016/P09,2016/W34,East Suburban,Commuter,"59,868","1,041,467",
2016,2016/P09,2016/W34,eXpress,Commuter,"24,437","597,991",
2016,2016/P09,2016/W34,Inter7City,Commuter,"22,401","592,610",
2016,2016/P09,2016/W34,Scenic,Commuter,"7,941","147,708",
2016,2016/P09,2016/W34,West Suburban,Commuter,"274,346","3,102,302",
2016,2016/P09,2016/W34,East Suburban,Off-Peak,"118,619","2,565,647",
2016,2016/P09,2016/W34,eXpress,Off-Peak,"62,683","2,127,087",
2016,2016/P09,2016/W34,Inter7City,Off-Peak,"94,810","6,029,885",
2016,2016/P09,2016/W34,Scenic,Off-Peak,"44,056","1,676,455",
2016,2016/P09,2016/W34,West Suburban,Off-Peak,"566,023","7,364,536",
2016,2016/P09,2016/W34,East Suburban,Peak,"76,414","1,469,013",
2016,2016/P09,2016/W34,eXpress,Peak,"25,447","761,541",
2016,2016/P09,2016/W34,Inter7City,Peak,"64,727","3,456,724",
2016,2016/P09,2016/W34,Scenic,Peak,"26,835","935,840",
2016,2016/P09,2016/W34,West Suburban,Peak,"293,040","4,091,365",
2016,2016/P09,2016/W35,East Suburban,Commuter,"54,133","938,202",
2016,2016/P09,2016/W35,eXpress,Commuter,"22,993","568,513",
2016,2016/P09,2016/W35,Inter7City,Commuter,"21,254","567,847",
2016,2016/P09,2016/W35,Scenic,Commuter,"7,887","145,051",
2016,2016/P09,2016/W35,West Suburban,Commuter,"255,613","2,885,078",
2016,2016/P09,2016/W35,East Suburban,Off-Peak,"81,982","1,672,113",
2016,2016/P09,2016/W35,eXpress,Off-Peak,"41,774","1,385,250",
2016,2016/P09,2016/W35,Inter7City,Off-Peak,"83,148","5,464,313",
2016,2016/P09,2016/W35,Scenic,Off-Peak,"37,530","1,494,891",
2016,2016/P09,2016/W35,West Suburban,Off-Peak,"534,474","6,483,309",
2016,2016/P09,2016/W35,East Suburban,Peak,"71,738","1,378,339",
2016,2016/P09,2016/W35,eXpress,Peak,"23,908","712,563",
2016,2016/P09,2016/W35,Inter7City,Peak,"65,138","3,530,171",
2016,2016/P09,2016/W35,Scenic,Peak,"26,012","912,125",
2016,2016/P09,2016/W35,West Suburban,Peak,"299,098","4,068,488",
2016,2016/P09,2016/W36,East Suburban,Commuter,"62,194","1,083,487",
2016,2016/P09,2016/W36,eXpress,Commuter,"26,791","648,327",
2016,2016/P09,2016/W36,Inter7City,Commuter,"24,553","649,846",
2016,2016/P09,2016/W36,Scenic,Commuter,"9,045","166,717",
2016,2016/P09,2016/W36,West Suburban,Commuter,"299,211","3,423,968",
2016,2016/P09,2016/W36,East Suburban,Off-Peak,"68,298","1,367,823",
2016,2016/P09,2016/W36,eXpress,Off-Peak,"34,907","1,161,146",
2016,2016/P09,2016/W36,Inter7City,Off-Peak,"80,918","5,467,211",
2016,2016/P09,2016/W36,Scenic,Off-Peak,"31,247","1,322,845",
2016,2016/P09,2016/W36,West Suburban,Off-Peak,"507,233","5,865,619",
2016,2016/P09,2016/W36,East Suburban,Peak,"71,436","1,386,737",
2016,2016/P09,2016/W36,eXpress,Peak,"24,712","738,090",
2016,2016/P09,2016/W36,Inter7City,Peak,"63,294","3,455,998",
2016,2016/P09,2016/W36,Scenic,Peak,"24,789","900,332",
2016,2016/P09,2016/W36,West Suburban,Peak,"311,099","4,218,026",
2016,2016/P09,2016/W37,East Suburban,Commuter,"63,069","1,110,094",
2016,2016/P09,2016/W37,eXpress,Commuter,"27,028","656,428",
2016,2016/P09,2016/W37,Inter7City,Commuter,"25,637","686,606",
2016,2016/P09,2016/W37,Scenic,Commuter,"8,528","162,534",
2016,2016/P09,2016/W37,West Suburban,Commuter,"313,173","3,618,286",
2016,2016/P09,2016/W37,East Suburban,Off-Peak,"69,416","1,415,553",
2016,2016/P09,2016/W37,eXpress,Off-Peak,"39,823","1,308,532",
2016,2016/P09,2016/W37,Inter7City,Off-Peak,"85,850","5,749,881",
2016,2016/P09,2016/W37,Scenic,Off-Peak,"34,824","1,522,367",
2016,2016/P09,2016/W37,West Suburban,Off-Peak,"553,871","6,594,072",
2016,2016/P09,2016/W37,East Suburban,Peak,"71,797","1,382,215",
2016,2016/P09,2016/W37,eXpress,Peak,"25,466","756,184",
2016,2016/P09,2016/W37,Inter7City,Peak,"63,599","3,466,959",
2016,2016/P09,2016/W37,Scenic,Peak,"23,901","862,782",
2016,2016/P09,2016/W37,West Suburban,Peak,"321,710","4,383,605",
2016,2016/P10,2016/W38,East Suburban,Commuter,"69,375","1,214,467",
2016,2016/P10,2016/W38,eXpress,Commuter,"29,713","731,896",
2016,2016/P10,2016/W38,Inter7City,Commuter,"26,384","702,465",
2016,2016/P10,2016/W38,Scenic,Commuter,"9,970","187,488",
2016,2016/P10,2016/W38,West Suburban,Commuter,"329,660","3,875,471",
2016,2016/P10,2016/W38,East Suburban,Off-Peak,"78,486","1,611,189",
2016,2016/P10,2016/W38,eXpress,Off-Peak,"41,705","1,389,879",
2016,2016/P10,2016/W38,Inter7City,Off-Peak,"87,696","5,794,079",
2016,2016/P10,2016/W38,Scenic,Off-Peak,"39,445","1,549,879",
2016,2016/P10,2016/W38,West Suburban,Off-Peak,"557,862","6,531,324",
2016,2016/P10,2016/W38,East Suburban,Peak,"74,835","1,429,083",
2016,2016/P10,2016/W38,eXpress,Peak,"25,826","774,390",
2016,2016/P10,2016/W38,Inter7City,Peak,"65,746","3,596,360",
2016,2016/P10,2016/W38,Scenic,Peak,"27,706","923,305",
2016,2016/P10,2016/W38,West Suburban,Peak,"319,379","4,359,102",
2016,2016/P10,2016/W39,East Suburban,Commuter,"70,349","1,228,037",
2016,2016/P10,2016/W39,eXpress,Commuter,"29,980","725,753",
2016,2016/P10,2016/W39,Inter7City,Commuter,"26,595","715,398",
2016,2016/P10,2016/W39,Scenic,Commuter,"10,297","196,341",
2016,2016/P10,2016/W39,West Suburban,Commuter,"341,604","4,000,223",
2016,2016/P10,2016/W39,East Suburban,Off-Peak,"69,570","1,433,776",
2016,2016/P10,2016/W39,eXpress,Off-Peak,"41,574","1,374,689",
2016,2016/P10,2016/W39,Inter7City,Off-Peak,"84,956","5,655,461",
2016,2016/P10,2016/W39,Scenic,Off-Peak,"34,872","1,354,386",
2016,2016/P10,2016/W39,West Suburban,Off-Peak,"547,979","6,435,951",
2016,2016/P10,2016/W39,East Suburban,Peak,"74,345","1,430,194",
2016,2016/P10,2016/W39,eXpress,Peak,"25,649","762,836",
2016,2016/P10,2016/W39,Inter7City,Peak,"65,407","3,505,028",
2016,2016/P10,2016/W39,Scenic,Peak,"24,712","788,763",
2016,2016/P10,2016/W39,West Suburban,Peak,"313,305","4,268,401",
2016,2016/P10,2016/W40,East Suburban,Commuter,"71,708","1,253,899",
2016,2016/P10,2016/W40,eXpress,Commuter,"30,991","740,337",
2016,2016/P10,2016/W40,Inter7City,Commuter,"25,461","672,177",
2016,2016/P10,2016/W40,Scenic,Commuter,"10,310","196,215",
2016,2016/P10,2016/W40,West Suburban,Commuter,"358,012","4,166,502",
2016,2016/P10,2016/W40,East Suburban,Off-Peak,"73,012","1,521,324",
2016,2016/P10,2016/W40,eXpress,Off-Peak,"43,277","1,438,991",
2016,2016/P10,2016/W40,Inter7City,Off-Peak,"88,153","5,977,478",
2016,2016/P10,2016/W40,Scenic,Off-Peak,"36,243","1,443,327",
2016,2016/P10,2016/W40,West Suburban,Off-Peak,"578,987","6,842,662",
2016,2016/P10,2016/W40,East Suburban,Peak,"74,973","1,446,352",
2016,2016/P10,2016/W40,eXpress,Peak,"26,911","805,103",
2016,2016/P10,2016/W40,Inter7City,Peak,"64,612","3,484,010",
2016,2016/P10,2016/W40,Scenic,Peak,"24,733","810,174",
2016,2016/P10,2016/W40,West Suburban,Peak,"324,404","4,404,580",
2016,2016/P10,2016/W41,East Suburban,Commuter,"66,772","1,153,939",
2016,2016/P10,2016/W41,eXpress,Commuter,"28,201","665,858",
2016,2016/P10,2016/W41,Inter7City,Commuter,"23,044","612,823",
2016,2016/P10,2016/W41,Scenic,Commuter,"9,867","185,838",
2016,2016/P10,2016/W41,West Suburban,Commuter,"348,157","4,003,081",
2016,2016/P10,2016/W41,East Suburban,Off-Peak,"74,027","1,541,758",
2016,2016/P10,2016/W41,eXpress,Off-Peak,"40,926","1,358,021",
2016,2016/P10,2016/W41,Inter7City,Off-Peak,"90,288","5,824,601",
2016,2016/P10,2016/W41,Scenic,Off-Peak,"37,050","1,429,112",
2016,2016/P10,2016/W41,West Suburban,Off-Peak,"555,408","6,575,052",
2016,2016/P10,2016/W41,East Suburban,Peak,"68,700","1,320,126",
2016,2016/P10,2016/W41,eXpress,Peak,"25,588","767,291",
2016,2016/P10,2016/W41,Inter7City,Peak,"59,071","3,184,788",
2016,2016/P10,2016/W41,Scenic,Peak,"23,916","779,854",
2016,2016/P10,2016/W41,West Suburban,Peak,"315,587","4,244,236",
2016,2016/P11,2016/W42,East Suburban,Commuter,"66,336","1,166,049",
2016,2016/P11,2016/W42,eXpress,Commuter,"27,907","662,156",
2016,2016/P11,2016/W42,Inter7City,Commuter,"23,409","635,129",
2016,2016/P11,2016/W42,Scenic,Commuter,"10,035","191,047",
2016,2016/P11,2016/W42,West Suburban,Commuter,"329,612","3,850,229",
2016,2016/P11,2016/W42,East Suburban,Off-Peak,"84,311","1,687,403",
2016,2016/P11,2016/W42,eXpress,Off-Peak,"46,654","1,531,441",
2016,2016/P11,2016/W42,Inter7City,Off-Peak,"91,572","5,910,195",
2016,2016/P11,2016/W42,Scenic,Off-Peak,"37,840","1,454,913",
2016,2016/P11,2016/W42,West Suburban,Off-Peak,"591,103","6,977,435",
2016,2016/P11,2016/W42,East Suburban,Peak,"65,268","1,262,131",
2016,2016/P11,2016/W42,eXpress,Peak,"23,296","695,378",
2016,2016/P11,2016/W42,Inter7City,Peak,"57,204","3,172,445",
2016,2016/P11,2016/W42,Scenic,Peak,"23,301","796,057",
2016,2016/P11,2016/W42,West Suburban,Peak,"267,548","3,740,546",
2016,2016/P11,2016/W43,East Suburban,Commuter,"71,869","1,252,876",
2016,2016/P11,2016/W43,eXpress,Commuter,"32,249","784,184",
2016,2016/P11,2016/W43,Inter7City,Commuter,"27,400","734,122",
2016,2016/P11,2016/W43,Scenic,Commuter,"10,474","198,296",
2016,2016/P11,2016/W43,West Suburban,Commuter,"360,959","4,196,889",
2016,2016/P11,2016/W43,East Suburban,Off-Peak,"72,663","1,458,161",
2016,2016/P11,2016/W43,eXpress,Off-Peak,"43,919","1,448,988",
2016,2016/P11,2016/W43,Inter7City,Off-Peak,"82,381","5,494,605",
2016,2016/P11,2016/W43,Scenic,Off-Peak,"38,302","1,421,319",
2016,2016/P11,2016/W43,West Suburban,Off-Peak,"575,800","6,612,445",
2016,2016/P11,2016/W43,East Suburban,Peak,"73,780","1,426,912",
2016,2016/P11,2016/W43,eXpress,Peak,"28,260","850,342",
2016,2016/P11,2016/W43,Inter7City,Peak,"64,484","3,502,877",
2016,2016/P11,2016/W43,Scenic,Peak,"24,792","757,692",
2016,2016/P11,2016/W43,West Suburban,Peak,"322,907","4,405,869",
2016,2016/P11,2016/W44,East Suburban,Commuter,"76,461","1,333,521",
2016,2016/P11,2016/W44,eXpress,Commuter,"32,286","759,802",
2016,2016/P11,2016/W44,Inter7City,Commuter,"28,485","755,955",
2016,2016/P11,2016/W44,Scenic,Commuter,"11,038","211,075",
2016,2016/P11,2016/W44,West Suburban,Commuter,"376,039","4,347,509",
2016,2016/P11,2016/W44,East Suburban,Off-Peak,"67,783","1,322,785",
2016,2016/P11,2016/W44,eXpress,Off-Peak,"41,617","1,359,533",
2016,2016/P11,2016/W44,Inter7City,Off-Peak,"79,205","5,305,319",
2016,2016/P11,2016/W44,Scenic,Off-Peak,"33,645","1,232,604",
2016,2016/P11,2016/W44,West Suburban,Off-Peak,"562,157","6,348,268",
2016,2016/P11,2016/W44,East Suburban,Peak,"72,455","1,393,417",
2016,2016/P11,2016/W44,eXpress,Peak,"27,496","826,309",
2016,2016/P11,2016/W44,Inter7City,Peak,"61,396","3,294,719",
2016,2016/P11,2016/W44,Scenic,Peak,"23,786","680,693",
2016,2016/P11,2016/W44,West Suburban,Peak,"318,924","4,302,855",
2016,2016/P11,2016/W45,East Suburban,Commuter,"76,382","1,331,975",
2016,2016/P11,2016/W45,eXpress,Commuter,"33,181","803,228",
2016,2016/P11,2016/W45,Inter7City,Commuter,"28,426","755,589",
2016,2016/P11,2016/W45,Scenic,Commuter,"10,980","209,522",
2016,2016/P11,2016/W45,West Suburban,Commuter,"376,740","4,415,269",
2016,2016/P11,2016/W45,East Suburban,Off-Peak,"72,515","1,481,248",
2016,2016/P11,2016/W45,eXpress,Off-Peak,"46,597","1,555,378",
2016,2016/P11,2016/W45,Inter7City,Off-Peak,"82,913","5,561,924",
2016,2016/P11,2016/W45,Scenic,Off-Peak,"33,610","1,232,160",
2016,2016/P11,2016/W45,West Suburban,Off-Peak,"563,726","6,568,396",
2016,2016/P11,2016/W45,East Suburban,Peak,"72,802","1,401,969",
2016,2016/P11,2016/W45,eXpress,Peak,"27,360","824,986",
2016,2016/P11,2016/W45,Inter7City,Peak,"62,000","3,309,763",
2016,2016/P11,2016/W45,Scenic,Peak,"22,314","634,320",
2016,2016/P11,2016/W45,West Suburban,Peak,"316,972","4,262,220",
2016,2016/P12,2016/W46,East Suburban,Commuter,"75,053","1,310,697",
2016,2016/P12,2016/W46,eXpress,Commuter,"31,728","751,424",
2016,2016/P12,2016/W46,Inter7City,Commuter,"28,071","747,204",
2016,2016/P12,2016/W46,Scenic,Commuter,"10,738","207,027",
2016,2016/P12,2016/W46,West Suburban,Commuter,"374,650","4,331,280",
2016,2016/P12,2016/W46,East Suburban,Off-Peak,"74,739","1,512,327",
2016,2016/P12,2016/W46,eXpress,Off-Peak,"47,914","1,575,826",
2016,2016/P12,2016/W46,Inter7City,Off-Peak,"86,269","5,598,888",
2016,2016/P12,2016/W46,Scenic,Off-Peak,"34,245","1,274,528",
2016,2016/P12,2016/W46,West Suburban,Off-Peak,"568,431","6,739,866",
2016,2016/P12,2016/W46,East Suburban,Peak,"70,816","1,353,282",
2016,2016/P12,2016/W46,eXpress,Peak,"26,547","795,340",
2016,2016/P12,2016/W46,Inter7City,Peak,"63,390","3,409,548",
2016,2016/P12,2016/W46,Scenic,Peak,"21,670","626,189",
2016,2016/P12,2016/W46,West Suburban,Peak,"312,387","4,188,026",
2016,2016/P12,2016/W47,East Suburban,Commuter,"74,737","1,306,017",
2016,2016/P12,2016/W47,eXpress,Commuter,"32,993","798,883",
2016,2016/P12,2016/W47,Inter7City,Commuter,"28,172","755,286",
2016,2016/P12,2016/W47,Scenic,Commuter,"11,213","214,401",
2016,2016/P12,2016/W47,West Suburban,Commuter,"371,235","4,310,275",
2016,2016/P12,2016/W47,East Suburban,Off-Peak,"89,375","1,857,285",
2016,2016/P12,2016/W47,eXpress,Off-Peak,"49,908","1,608,592",
2016,2016/P12,2016/W47,Inter7City,Off-Peak,"89,281","5,633,054",
2016,2016/P12,2016/W47,Scenic,Off-Peak,"38,616","1,364,213",
2016,2016/P12,2016/W47,West Suburban,Off-Peak,"623,346","7,389,075",
2016,2016/P12,2016/W47,East Suburban,Peak,"72,717","1,406,521",
2016,2016/P12,2016/W47,eXpress,Peak,"26,990","812,300",
2016,2016/P12,2016/W47,Inter7City,Peak,"63,362","3,420,833",
2016,2016/P12,2016/W47,Scenic,Peak,"23,113","661,426",
2016,2016/P12,2016/W47,West Suburban,Peak,"313,791","4,265,830",
2016,2016/P12,2016/W48,East Suburban,Commuter,"75,098","1,308,650",
2016,2016/P12,2016/W48,eXpress,Commuter,"33,363","808,989",
2016,2016/P12,2016/W48,Inter7City,Commuter,"28,208","744,657",
2016,2016/P12,2016/W48,Scenic,Commuter,"11,079","212,601",
2016,2016/P12,2016/W48,West Suburban,Commuter,"372,035","4,303,690",
2016,2016/P12,2016/W48,East Suburban,Off-Peak,"103,143","2,170,961",
2016,2016/P12,2016/W48,eXpress,Off-Peak,"55,708","1,819,103",
2016,2016/P12,2016/W48,Inter7City,Off-Peak,"97,640","5,835,003",
